t,mean_em,mean_exact,mean_analytic,var_em,var_exact,var_analytic,mean_err_em_bp,mean_err_exact_bp
7.416666666666666,0.03983054083241007,0.039840943055253195,0.03993134861115417,0.00025842696402833776,0.00025095336994759046,0.00025498891311766974,-1.0080777874409836,-0.9040555590097282
7.5,0.03989955666132339,0.039837089322916366,0.039934150311603175,0.0002584889831701424,0.0002498730404056436,0.00025503535693358894,-0.3459365027978778,-0.9706098868680901
7.583333333333333,0.03991359464089713,0.039844825175668425,0.03993683767313584,0.00026077712755890594,0.0002480684086200219,0.00025507949111736305,-0.2324303223871088,-0.9201249746741691
7.666666666666666,0.03996315425819976,0.039828401142670736,0.03993941536198542,0.0002620212801598485,0.0002483443715418772,0.00025512144304671994,0.23738896214341165,-1.1101421931468403
7.75,0.04003156141660624,0.03981803446625044,0.03994188785395364,0.000260486223550499,0.0002485972609680211,0.00025516133225287355,0.8967356265260351,-1.238533877031961
7.833333333333333,0.03999366723420692,0.03985255485561223,0.03994425944218235,0.000260518300170821,0.00025217161046194275,0.0002551992709524791,0.4940779202457224,-0.9170458657011687
7.916666666666666,0.040052122882442365,0.03989359807190782,0.03994653424460792,0.000258726647945026,0.0002530804179233463,0.0002552353645409506,1.0558863783444172,-0.529361727001007
8.0,0.040117505576592924,0.039871027516747246,0.03994871621111155,0.0002594848093799895,0.0002505836451334088,0.0002552697120500688,1.6878936548137684,-0.7768869436430154
8.083333333333332,0.04016351769714118,0.039920609595619765,0.03995080913037758,0.00025961277729920937,0.0002514936764831233,0.00025530240657258425,2.1270856676360026,-0.30199534757816004
8.166666666666666,0.04012642787207329,0.039844387223088716,0.03995281663647215,0.0002612514797927889,0.0002506775822177906,0.00025533353565630734,1.736112356011399,-1.0842941338343182
8.25,0.040213925715260834,0.03983587619365629,0.03995474221515314,0.00026342529588780007,0.0002494108946511738,0.0002553631816699846,2.591835001076945,-1.1886602149684817
8.333333333333332,0.04020453788665211,0.03976824744499184,0.039956589209922774,0.00026521687799187807,0.00024917926868812284,0.000255391422143083,2.4794867672933707,-1.8834176493093269
8.416666666666666,0.04019626685862065,0.03978235885590486,0.03995836082783315,0.00026552537557183813,0.0002487359019338334,0.00025541833008143927,2.3790603078750054,-1.7600197192828988
8.5,0.04016048827902375,0.03976267153046048,0.0399600601450548,0.00026679431604529605,0.00024757541018644453,0.00025544397426058014,2.0042813396894954,-1.973886145943196
8.583333333333332,0.040154173528607326,0.039834797470933166,0.0399616901122181,0.0002657434661520667,0.0002496088204199779,0.0002554684194983803,1.9248341638922888,-1.2689264128493138
8.666666666666666,0.04018433383246133,0.0399322715904544,0.03996325355953657,0.0002660125429188781,0.0002497686852405611,0.00025549172690859576,2.2108027292476464,-0.3098196908216805
8.75,0.040215598070910165,0.039922836786788,0.03996475320172119,0.00026403651295359767,0.0002506716017162605,0.0002555139541366937,2.508448691889778,-0.41916414933187984
